,listing_id,farmer_id,country,region,crop_type,quality_grade,harvest_date,listing_date,quantity_kg,ask_price_usd_per_kg,lat_cell,lon_cell,shelf_life_days_effective,days_since_harvest,spoilage_risk_score,lot_id,total_quantity_kg,weighted_avg_ask_price_usd_per_kg,avg_spoilage_risk_score,max_days_since_harvest,recommended_discount_pct,recommended_price_usd_per_kg,priority,order_id,match_score,decision,region_match,required_quantity_kg,min_quality_grade,max_days_since_harvest.1,target_price_usd_per_kg,baseline_shelf_life_days,medium_risk_day,high_risk_day,match_status
3692,L103545,F48789e03e4d0,South Africa,Eastern Cape,Carrots,A,2026-02-08,2026-02-09,159,0.88,-30.95,22.92,31.1,11,0.457,,,,,,,,,,,,,,,,,28,17,24,Not Matched
3693,L103546,Feb4101ef8296,Kenya,Nairobi,Tomatoes,A,2026-02-16,2026-02-16,112,1.04,0.26,37.32,7.8,3,0.427,LOT00110,903.0,1.05,0.472,4.0,0.08,0.96,MEDIUM,O200080,0.438,REVIEW_REQUIRED,0.0,800.0,B,10.0,0.96,7,4,6,REVIEW_REQUIRED
3694,L103546,Feb4101ef8296,Kenya,Nairobi,Tomatoes,A,2026-02-16,2026-02-16,112,1.04,0.26,37.32,7.8,3,0.427,LOT00110,903.0,1.05,0.472,4.0,0.08,0.96,MEDIUM,O200144,0.419,REVIEW_REQUIRED,0.0,800.0,B,7.0,0.86,7,4,6,REVIEW_REQUIRED
3695,L103546,Feb4101ef8296,Kenya,Nairobi,Tomatoes,A,2026-02-16,2026-02-16,112,1.04,0.26,37.32,7.8,3,0.427,LOT00110,903.0,1.05,0.472,4.0,0.08,0.96,MEDIUM,O200223,0.404,REVIEW_REQUIRED,0.0,800.0,B,5.0,0.76,7,4,6,REVIEW_REQUIRED
3696,L103546,Feb4101ef8296,Kenya,Nairobi,Tomatoes,A,2026-02-16,2026-02-16,112,1.04,0.26,37.32,7.8,3,0.427,LOT00110,903.0,1.05,0.472,4.0,0.08,0.96,MEDIUM,O200291,0.423,REVIEW_REQUIRED,0.0,800.0,A,14.0,0.88,7,4,6,REVIEW_REQUIRED
3697,L103546,Feb4101ef8296,Kenya,Nairobi,Tomatoes,A,2026-02-16,2026-02-16,112,1.04,0.26,37.32,7.8,3,0.427,LOT00110,903.0,1.05,0.472,4.0,0.08,0.96,MEDIUM,O200300,0.425,REVIEW_REQUIRED,0.0,800.0,B,7.0,0.89,7,4,6,REVIEW_REQUIRED
3698,L103546,Feb4101ef8296,Kenya,Nairobi,Tomatoes,A,2026-02-16,2026-02-16,112,1.04,0.26,37.32,7.8,3,0.427,LOT00110,903.0,1.05,0.472,4.0,0.08,0.96,MEDIUM,O200332,0.43,REVIEW_REQUIRED,0.0,800.0,B,10.0,1.0,7,4,6,REVIEW_REQUIRED
3699,L103547,F0bb8fde9d755,Nigeria,FCT,Tomatoes,A,2026-02-11,2026-02-13,136,0.94,9.57,10.37,7.8,8,1.0,LOT00183,585.0,0.95,0.907,8.0,0.25,0.71,HIGH,,,,,,,,,7,4,6,Not Matched
3700,L103548,Fe76294be59fa,Kenya,Kiambu,Carrots,A,2026-02-09,2026-02-09,94,0.77,0.72,37.06,31.1,10,0.336,LOT00008,501.0,0.84,0.281,10.0,0.0,0.84,LOW,O200762,0.855,AUTO_MATCH,1.0,500.0,A,10.0,0.74,28,17,24,AUTO_MATCH
3701,L103549,Ff7546f5c0450,Kenya,Nakuru,Bell Peppers,A,2026-02-12,2026-02-13,203,1.73,0.7,39.71,11.1,7,0.647,LOT00115,555.0,1.75,0.654,8.0,0.15,1.49,HIGH,,,,,,,,,10,6,8,Not Matched
3702,L103550,F21d0b07578f3,Kenya,Kiambu,Leafy Greens,B,2026-02-15,2026-02-18,118,1.45,0.34,38.58,4.0,4,0.94,,,,,,,,,,,,,,,,,4,2,3,Not Matched
3703,L103551,F121a580f65f2,Nigeria,Lagos,Bananas,B,2026-02-16,2026-02-18,298,0.71,7.78,9.43,6.0,3,0.439,LOT00252,537.0,0.68,0.456,3.0,0.08,0.63,MEDIUM,,,,,,,,,6,4,5,Not Matched
3704,L103552,Fe96dc2b98e2e,Kenya,Mombasa,Mangoes,A,2026-02-17,2026-02-18,67,1.59,-0.47,37.86,7.8,2,0.221,LOT00060,501.0,1.46,0.261,2.0,0.0,1.46,LOW,,,,,,,,,7,4,6,Not Matched
3705,L103553,F13b1bb5bcbcb,Nigeria,Rivers,Mangoes,A,2026-02-17,2026-02-17,115,1.37,9.81,9.93,7.8,2,0.313,LOT00346,677.0,1.31,0.236,2.0,0.0,1.31,LOW,,,,,,,,,7,4,6,Not Matched
3706,L103554,F323f76ec4b1e,Nigeria,FCT,Tomatoes,A,2026-02-12,2026-02-13,72,0.93,7.99,8.89,7.8,7,0.941,LOT00183,585.0,0.95,0.907,8.0,0.25,0.71,HIGH,,,,,,,,,7,4,6,Not Matched
3707,L103555,Fcd6a62ab63f4,South Africa,Free State,Tomatoes,A,2026-02-14,2026-02-16,133,1.23,-31.27,23.3,7.8,5,0.666,LOT00410,543.0,1.25,0.713,6.0,0.15,1.06,HIGH,,,,,,,,,7,4,6,Not Matched
3708,L103556,Fb0baa17b8329,Kenya,Uasin Gishu,Potatoes,B,2026-02-09,2026-02-11,94,0.51,0.62,35.13,45.0,10,0.244,,,,,,,,,,,,,,,,,45,27,38,Not Matched
3709,L103557,Fddca80be1ffb,Nigeria,Kano,Okra,B,2026-02-18,2026-02-21,82,1.09,8.91,8.86,5.0,1,0.158,,,,,,,,,,,,,,,,,5,3,4,Not Matched
3710,L103558,Fcd5032d259dd,Nigeria,Rivers,Leafy Greens,B,2026-02-12,2026-02-12,288,1.64,9.21,8.89,4.0,7,0.979,LOT00342,571.0,1.53,0.989,7.0,0.25,1.15,HIGH,,,,,,,,,4,2,3,Not Matched
3711,L103559,Fda6f0b2dac06,South Africa,Free State,Onions,A,2026-01-13,2026-01-16,159,0.84,-32.45,23.69,33.3,37,1.0,,,,,,,,,,,,,,,,,30,18,26,Not Matched
3712,L103560,F460c18c89443,Nigeria,Rivers,Bell Peppers,B,2026-02-14,2026-02-15,83,1.43,9.54,9.29,10.0,5,0.509,,,,,,,,,,,,,,,,,10,6,8,Not Matched
3713,L103561,F288ca02d218f,Nigeria,Oyo,Leafy Greens,A,2026-02-18,2026-02-19,237,1.71,10.61,9.74,4.4,1,0.18,LOT00312,701.0,1.72,0.342,2.0,0.0,1.72,LOW,,,,,,,,,4,2,3,Not Matched
3714,L103562,Fa19658629b8b,Nigeria,Lagos,Leafy Greens,B,2026-02-17,2026-02-17,73,1.44,10.75,9.56,4.0,2,0.501,,,,,,,,,,,,,,,,,4,2,3,Not Matched
3715,L103563,Fa06283296551,Nigeria,Kano,Mangoes,A,2026-02-17,2026-02-17,163,1.22,8.64,8.63,7.8,2,0.241,LOT00236,629.0,1.25,0.235,2.0,0.0,1.25,LOW,,,,,,,,,7,4,6,Not Matched
3716,L103564,F83e1eeae0d6c,Kenya,Machakos,Carrots,B,2026-02-03,2026-02-05,174,0.77,-0.8,36.85,28.0,16,0.576,,,,,,,,,,,,,,,,,28,17,24,Not Matched
3717,L103565,Fea91303909a9,Nigeria,Kaduna,Potatoes,B,2026-02-02,2026-02-05,156,0.48,9.17,8.35,45.0,17,0.298,,,,,,,,,,,,,,,,,45,27,38,Not Matched
3718,L103566,F9676fe801b77,Kenya,Uasin Gishu,Onions,C,2026-02-12,2026-02-14,102,0.44,0.38,37.41,26.1,7,0.183,,,,,,,,,,,,,,,,,30,18,26,Not Matched
3719,L103567,F4f0f025d6c4c,Nigeria,Kaduna,Onions,A,2026-02-01,2026-02-03,113,0.66,10.09,8.34,33.3,18,0.51,,,,,,,,,,,,,,,,,30,18,26,Not Matched
3720,L103568,F59f152f5ca90,Nigeria,Oyo,Leafy Greens,A,2026-02-18,2026-02-18,59,1.8,9.66,8.79,4.4,1,0.204,LOT00312,701.0,1.72,0.342,2.0,0.0,1.72,LOW,,,,,,,,,4,2,3,Not Matched
3721,L103569,Fa2a1da52e4cf,Nigeria,Rivers,Potatoes,A,2026-01-24,2026-01-26,108,0.58,10.94,8.48,50.0,26,0.507,,,,,,,,,,,,,,,,,45,27,38,Not Matched
3722,L103570,F20586506299f,South Africa,Western Cape,Bell Peppers,B,2026-02-14,2026-02-16,81,2.16,-30.36,21.34,10.0,5,0.373,LOT00498,591.0,2.07,0.56,6.0,0.08,1.91,MEDIUM,,,,,,,,,10,6,8,Not Matched
3723,L103571,Fedd3ca209091,Nigeria,Oyo,Bell Peppers,A,2026-02-15,2026-02-17,168,1.52,9.56,7.71,11.1,4,0.42,,,,,,,,,,,,,,,,,10,6,8,Not Matched
3724,L103572,Fe458bf3c9cb1,Nigeria,Rivers,Cucumbers,A,2026-02-14,2026-02-17,50,0.8,7.24,8.23,7.8,5,0.57,,,,,,,,,,,,,,,,,7,4,6,Not Matched
3725,L103573,F8a912b11daff,Kenya,Uasin Gishu,Cucumbers,A,2026-02-17,2026-02-19,161,0.78,0.09,37.09,7.8,2,0.3,LOT00140,515.0,0.85,0.226,2.0,0.0,0.85,LOW,O200298,0.882,AUTO_MATCH,1.0,500.0,B,3.0,0.76,7,4,6,AUTO_MATCH
3726,L103573,F8a912b11daff,Kenya,Uasin Gishu,Cucumbers,A,2026-02-17,2026-02-19,161,0.78,0.09,37.09,7.8,2,0.3,LOT00140,515.0,0.85,0.226,2.0,0.0,0.85,LOW,O200509,0.872,AUTO_MATCH,1.0,500.0,B,10.0,0.7,7,4,6,AUTO_MATCH
3727,L103573,F8a912b11daff,Kenya,Uasin Gishu,Cucumbers,A,2026-02-17,2026-02-19,161,0.78,0.09,37.09,7.8,2,0.3,LOT00140,515.0,0.85,0.226,2.0,0.0,0.85,LOW,O200736,0.896,AUTO_MATCH,1.0,500.0,A,7.0,0.84,7,4,6,AUTO_MATCH
3728,L103574,F362eb2d578c5,Nigeria,Rivers,Mangoes,A,2026-02-18,2026-02-18,108,1.4,8.57,8.7,7.8,1,0.173,LOT00347,593.0,1.37,0.199,2.0,0.0,1.37,LOW,,,,,,,,,7,4,6,Not Matched
3729,L103575,F8d3cd6c43266,Kenya,Nairobi,Bananas,B,2026-02-16,2026-02-19,77,0.74,-0.69,38.33,6.0,3,0.406,,,,,,,,,,,,,,,,,6,4,5,Not Matched
3730,L103576,Ffcbf04fd5991,Kenya,Machakos,Leafy Greens,B,2026-02-12,2026-02-14,119,1.48,-0.84,37.9,4.0,7,1.0,,,,,,,,,,,,,,,,,4,2,3,Not Matched
3731,L103577,F72759ea357be,South Africa,Free State,Mangoes,A,2026-02-12,2026-02-13,177,1.47,-32.06,21.07,7.8,7,0.813,,,,,,,,,,,,,,,,,7,4,6,Not Matched
3732,L103578,F748c61d007ab,Nigeria,Kaduna,Bell Peppers,B,2026-02-17,2026-02-19,260,1.5,9.86,9.52,10.0,2,0.129,,,,,,,,,,,,,,,,,10,6,8,Not Matched
3733,L103579,F2a9500def850,Nigeria,FCT,Bell Peppers,B,2026-02-17,2026-02-18,103,1.91,11.11,10.54,10.0,2,0.238,,,,,,,,,,,,,,,,,10,6,8,Not Matched
3734,L103580,Fddeb54faeaa7,Nigeria,FCT,Bell Peppers,B,2026-02-11,2026-02-12,78,1.57,7.49,9.6,10.0,8,0.747,,,,,,,,,,,,,,,,,10,6,8,Not Matched
3735,L103581,F8f4b068761cf,Kenya,Mombasa,Tomatoes,A,2026-02-16,2026-02-19,165,1.06,-0.5,39.72,7.8,3,0.446,,,,,,,,,,,,,,,,,7,4,6,Not Matched
3736,L103582,F202b79271690,South Africa,Eastern Cape,Cucumbers,A,2026-02-15,2026-02-17,213,1.09,-30.31,24.09,7.8,4,0.495,LOT00371,681.0,1.04,0.415,4.0,0.08,0.95,MEDIUM,,,,,,,,,7,4,6,Not Matched
3737,L103583,F9a972b34866d,Nigeria,Rivers,Mangoes,C,2026-02-19,2026-02-22,141,1.03,8.1,8.99,6.1,0,0.0,,,,,,,,,,,,,,,,,7,4,6,Not Matched
3738,L103584,Facb682ed5dc0,Nigeria,Oyo,Bell Peppers,A,2026-02-13,2026-02-16,73,1.74,9.68,9.64,11.1,6,0.505,,,,,,,,,,,,,,,,,10,6,8,Not Matched
3739,L103585,F84a6be919fe9,Nigeria,Oyo,Cucumbers,A,2026-02-15,2026-02-15,72,0.96,10.08,9.2,7.8,4,0.524,LOT00304,639.0,0.86,0.517,4.0,0.08,0.79,MEDIUM,,,,,,,,,7,4,6,Not Matched
3740,L103586,F8f4b068761cf,Kenya,Mombasa,Carrots,B,2026-01-27,2026-01-29,65,0.77,0.68,38.84,28.0,23,0.814,,,,,,,,,,,,,,,,,28,17,24,Not Matched
3741,L103587,Ffaf68f9c35c2,South Africa,Western Cape,Bell Peppers,A,2026-02-18,2026-02-19,233,1.9,-29.98,23.19,11.1,1,0.015,LOT00497,704.0,2.0,0.117,2.0,0.0,2.0,LOW,O200168,0.909,AUTO_MATCH,1.0,500.0,A,3.0,1.76,10,6,8,AUTO_MATCH
3742,L103588,F8f64fbeed05b,Kenya,Mombasa,Mangoes,A,2026-02-15,2026-02-18,168,1.43,0.7,38.29,7.8,4,0.507,,,,,,,,,,,,,,,,,7,4,6,Not Matched
3743,L103589,F9a52ff1d4105,Nigeria,FCT,Okra,A,2026-02-17,2026-02-19,97,1.15,6.81,7.36,5.6,2,0.432,LOT00178,540.0,1.18,0.353,2.0,0.0,1.18,LOW,,,,,,,,,5,3,4,Not Matched
3744,L103590,F73344c804750,South Africa,Free State,Okra,B,2026-02-17,2026-02-20,63,1.33,-30.34,22.2,5.0,2,0.279,,,,,,,,,,,,,,,,,5,3,4,Not Matched
3745,L103591,Fa8e0971ddffa,South Africa,KwaZulu-Natal,Potatoes,A,2026-02-11,2026-02-12,137,0.69,-30.52,24.44,50.0,8,0.256,,,,,,,,,,,,,,,,,45,27,38,Not Matched
3746,L103592,F6e54a7bfc55c,Kenya,Uasin Gishu,Okra,B,2026-02-15,2026-02-15,84,1.25,-1.25,38.98,5.0,4,0.851,,,,,,,,,,,,,,,,,5,3,4,Not Matched
3747,L103593,Ff4b55b5e4327,South Africa,Free State,Potatoes,B,2026-02-01,2026-02-02,53,0.69,-29.21,23.72,45.0,18,0.41,,,,,,,,,,,,,,,,,45,27,38,Not Matched
3748,L103594,F6956c116630b,Nigeria,Oyo,Tomatoes,A,2026-02-16,2026-02-19,99,1.02,9.11,8.05,7.8,3,0.325,,,,,,,,,,,,,,,,,7,4,6,Not Matched
3749,L103595,F26edfd287c32,South Africa,KwaZulu-Natal,Potatoes,A,2026-01-25,2026-01-27,214,0.65,-32.52,23.24,50.0,25,0.519,LOT00464,647.0,0.63,0.536,26.0,0.08,0.58,MEDIUM,,,,,,,,,45,27,38,Not Matched
3750,L103596,F5fa6c7099d61,South Africa,Western Cape,Onions,A,2026-02-03,2026-02-04,89,0.9,-30.45,22.9,33.3,16,0.461,,,,,,,,,,,,,,,,,30,18,26,Not Matched
3751,L103597,F61c9599edce8,South Africa,Eastern Cape,Tomatoes,A,2026-02-14,2026-02-17,170,1.22,-30.75,22.41,7.8,5,0.743,LOT00385,638.0,1.16,0.712,6.0,0.15,0.99,HIGH,,,,,,,,,7,4,6,Not Matched
3752,L103598,F5cc46a717595,South Africa,Limpopo,Mangoes,B,2026-02-14,2026-02-15,148,1.16,-29.84,23.04,7.0,5,0.722,,,,,,,,,,,,,,,,,7,4,6,Not Matched
3753,L103599,F81d3da311aa2,Kenya,Mombasa,Okra,B,2026-02-16,2026-02-16,105,1.08,-0.73,37.47,5.0,3,0.668,,,,,,,,,,,,,,,,,5,3,4,Not Matched
3754,L103600,Fcd7b6cafd237,Kenya,Nairobi,Tomatoes,A,2026-02-18,2026-02-20,145,1.04,0.85,39.79,7.8,1,0.174,LOT00111,546.0,0.98,0.214,2.0,0.0,0.98,LOW,O200512,0.889,AUTO_MATCH,1.0,500.0,A,7.0,0.9,7,4,6,AUTO_MATCH
3755,L103600,Fcd7b6cafd237,Kenya,Nairobi,Tomatoes,A,2026-02-18,2026-02-20,145,1.04,0.85,39.79,7.8,1,0.174,LOT00111,546.0,0.98,0.214,2.0,0.0,0.98,LOW,O200741,0.541,REVIEW_REQUIRED,0.0,500.0,A,7.0,0.91,7,4,6,REVIEW_REQUIRED
3756,L103600,Fcd7b6cafd237,Kenya,Nairobi,Tomatoes,A,2026-02-18,2026-02-20,145,1.04,0.85,39.79,7.8,1,0.174,LOT00111,546.0,0.98,0.214,2.0,0.0,0.98,LOW,O200785,0.55,REVIEW_REQUIRED,0.0,500.0,B,3.0,0.96,7,4,6,REVIEW_REQUIRED
3757,L103601,F632a3dabd86c,Kenya,Uasin Gishu,Cucumbers,B,2026-02-11,2026-02-14,88,0.87,-0.25,37.17,7.0,8,1.0,,,,,,,,,,,,,,,,,7,4,6,Not Matched
3758,L103602,F86180c9ffaa2,Nigeria,Kaduna,Carrots,A,2026-01-20,2026-01-20,72,0.71,9.25,9.24,31.1,30,1.0,,,,,,,,,,,,,,,,,28,17,24,Not Matched
3759,L103603,Feccaf58b3d90,Kenya,Mombasa,Potatoes,A,2026-01-21,2026-01-22,51,0.63,-0.49,37.99,50.0,29,0.558,LOT00066,594.0,0.59,0.638,30.0,0.15,0.5,HIGH,,,,,,,,,45,27,38,Not Matched
3760,L103604,Ffcbf04fd5991,Kenya,Machakos,Bell Peppers,A,2026-02-14,2026-02-16,262,1.91,-0.76,39.05,11.1,5,0.442,LOT00027,677.0,1.85,0.486,6.0,0.08,1.7,MEDIUM,,,,,,,,,10,6,8,Not Matched
3761,L103605,F5059e0e1a3aa,South Africa,KwaZulu-Natal,Mangoes,C,2026-02-15,2026-02-16,100,1.23,-32.35,20.28,6.1,4,0.663,,,,,,,,,,,,,,,,,7,4,6,Not Matched
3762,L103606,F6de498fa3305,Nigeria,Lagos,Onions,A,2026-01-31,2026-02-02,162,0.61,10.9,8.17,33.3,19,0.605,,,,,,,,,,,,,,,,,30,18,26,Not Matched
3763,L103607,F02aa84c2f1cf,South Africa,Limpopo,Bell Peppers,A,2026-02-14,2026-02-16,122,2.1,-30.04,22.3,11.1,5,0.502,,,,,,,,,,,,,,,,,10,6,8,Not Matched
3764,L103608,Fb3bd94d863f0,Kenya,Kiambu,Leafy Greens,A,2026-02-09,2026-02-12,105,1.61,-0.39,39.6,4.4,10,1.0,,,,,,,,,,,,,,,,,4,2,3,Not Matched
3765,L103609,F4c04589397b4,Nigeria,Oyo,Potatoes,A,2026-01-23,2026-01-24,282,0.57,8.58,8.1,50.0,27,0.602,,,,,,,,,,,,,,,,,45,27,38,Not Matched
3766,L103610,F8eccc55bf79d,Kenya,Mombasa,Cucumbers,A,2026-02-15,2026-02-17,105,0.87,-0.73,38.87,7.8,4,0.518,LOT00053,576.0,0.89,0.491,4.0,0.08,0.82,MEDIUM,,,,,,,,,7,4,6,Not Matched
3767,L103611,Fb0ebaf4b67a6,South Africa,Gauteng,Okra,C,2026-02-18,2026-02-20,177,1.15,-31.79,23.29,4.3,1,0.252,,,,,,,,,,,,,,,,,5,3,4,Not Matched
3768,L103612,Fa570f08af28a,Nigeria,FCT,Leafy Greens,B,2026-02-14,2026-02-15,115,1.73,9.26,9.66,4.0,5,0.994,,,,,,,,,,,,,,,,,4,2,3,Not Matched
3769,L103613,F30b2a451f19d,Nigeria,Lagos,Carrots,A,2026-02-07,2026-02-09,191,0.72,8.16,8.31,31.1,12,0.404,LOT00261,599.0,0.77,0.339,12.0,0.0,0.77,LOW,O200583,0.831,AUTO_MATCH,1.0,500.0,B,30.0,0.68,28,17,24,AUTO_MATCH
3770,L103614,F407b0c2dc3fb,South Africa,KwaZulu-Natal,Cucumbers,B,2026-02-14,2026-02-15,66,1.0,-32.23,23.68,7.0,5,0.821,LOT00447,529.0,1.01,0.783,6.0,0.15,0.86,HIGH,,,,,,,,,7,4,6,Not Matched
3771,L103615,Fe62b1d11c49e,Kenya,Nairobi,Bell Peppers,A,2026-02-16,2026-02-18,111,2.05,-0.25,38.69,11.1,3,0.22,,,,,,,,,,,,,,,,,10,6,8,Not Matched
3772,L103616,F0b0f9293a4fb,South Africa,Limpopo,Mangoes,A,2026-02-15,2026-02-16,54,1.78,-31.22,23.03,7.8,4,0.452,,,,,,,,,,,,,,,,,7,4,6,Not Matched
3773,L103617,F4998d3786e35,Nigeria,FCT,Leafy Greens,B,2026-02-15,2026-02-18,155,1.69,10.04,7.89,4.0,4,0.938,,,,,,,,,,,,,,,,,4,2,3,Not Matched
3774,L103618,F74b3ace3b0fe,South Africa,Free State,Bananas,A,2026-02-10,2026-02-12,102,0.91,-29.15,21.75,6.7,9,1.0,,,,,,,,,,,,,,,,,6,4,5,Not Matched
3775,L103619,F05cc56fbbd3a,South Africa,Western Cape,Onions,A,2026-01-23,2026-01-24,209,0.72,-30.99,20.55,33.3,27,0.838,,,,,,,,,,,,,,,,,30,18,26,Not Matched
3776,L103620,Fedd3ca209091,Nigeria,Oyo,Tomatoes,A,2026-02-12,2026-02-13,88,0.89,10.91,8.91,7.8,7,0.936,LOT00325,566.0,0.93,0.898,8.0,0.25,0.7,HIGH,,,,,,,,,7,4,6,Not Matched
3777,L103621,F5cde36840d19,South Africa,Eastern Cape,Potatoes,B,2026-02-08,2026-02-10,132,0.65,-31.27,23.84,45.0,11,0.269,,,,,,,,,,,,,,,,,45,27,38,Not Matched
3778,L103622,Feb4101ef8296,Kenya,Nairobi,Bananas,B,2026-02-12,2026-02-14,110,0.78,-0.25,39.12,6.0,7,0.962,,,,,,,,,,,,,,,,,6,4,5,Not Matched
3779,L103623,F2cac4087714e,South Africa,KwaZulu-Natal,Mangoes,A,2026-02-13,2026-02-15,87,1.74,-30.04,22.18,7.8,6,0.746,LOT00453,574.0,1.58,0.721,6.0,0.15,1.34,HIGH,,,,,,,,,7,4,6,Not Matched
3780,L103624,Fe355d37954c9,Nigeria,Oyo,Mangoes,B,2026-02-14,2026-02-15,73,1.23,10.04,8.76,7.0,5,0.785,,,,,,,,,,,,,,,,,7,4,6,Not Matched
3781,L103625,F5059e0e1a3aa,South Africa,KwaZulu-Natal,Tomatoes,B,2026-02-14,2026-02-16,181,1.0,-30.44,23.18,7.0,5,0.763,LOT00472,509.0,1.04,0.777,6.0,0.15,0.89,HIGH,,,,,,,,,7,4,6,Not Matched
3782,L103626,Fa09c5065e7af,South Africa,KwaZulu-Natal,Cucumbers,B,2026-02-10,2026-02-13,187,0.97,-29.91,21.87,7.0,9,1.0,,,,,,,,,,,,,,,,,7,4,6,Not Matched
3783,L103627,F437eebd5df69,South Africa,KwaZulu-Natal,Onions,A,2026-01-24,2026-01-27,69,0.76,-29.96,24.32,33.3,26,0.824,,,,,,,,,,,,,,,,,30,18,26,Not Matched
3784,L103628,F0aabe3a293ea,Kenya,Nairobi,Bananas,A,2026-02-15,2026-02-17,101,0.77,0.8,39.29,6.7,4,0.666,,,,,,,,,,,,,,,,,6,4,5,Not Matched
3785,L103629,F8a912b11daff,Kenya,Uasin Gishu,Mangoes,B,2026-02-14,2026-02-17,165,1.33,0.89,36.29,7.0,5,0.746,,,,,,,,,,,,,,,,,7,4,6,Not Matched
3786,L103630,F1074cf94bab6,Kenya,Nairobi,Carrots,C,2026-02-08,2026-02-09,50,0.63,-0.64,36.91,24.3,11,0.512,,,,,,,,,,,,,,,,,28,17,24,Not Matched
3787,L103631,Fd5faa5c76000,Kenya,Uasin Gishu,Cucumbers,A,2026-02-13,2026-02-13,157,1.07,0.08,38.84,7.8,6,0.741,,,,,,,,,,,,,,,,,7,4,6,Not Matched
3788,L103632,F8092e17ac122,South Africa,Gauteng,Okra,A,2026-02-13,2026-02-15,97,1.36,-31.22,23.02,5.6,6,0.955,,,,,,,,,,,,,,,,,5,3,4,Not Matched
3789,L103633,F05cc56fbbd3a,South Africa,Western Cape,Bell Peppers,C,2026-02-17,2026-02-19,213,1.72,-30.58,22.98,8.7,2,0.235,LOT00500,537.0,1.58,0.21,2.0,0.0,1.58,LOW,,,,,,,,,10,6,8,Not Matched
3790,L103634,Fb639fdb28791,Nigeria,Lagos,Okra,A,2026-02-17,2026-02-17,71,1.19,9.95,7.73,5.6,2,0.359,LOT00279,561.0,1.19,0.354,2.0,0.0,1.19,LOW,,,,,,,,,5,3,4,Not Matched
3791,L103635,F8fb3e6f441b5,Nigeria,Rivers,Onions,C,2026-02-06,2026-02-07,307,0.52,9.5,8.97,26.1,13,0.486,,,,,,,,,,,,,,,,,30,18,26,Not Matched
3792,L103636,Fbb5d84d765f6,South Africa,Eastern Cape,Leafy Greens,A,2026-02-11,2026-02-14,275,1.99,-29.76,25.01,4.4,8,0.979,LOT00373,577.0,1.99,0.99,8.0,0.25,1.49,HIGH,,,,,,,,,4,2,3,Not Matched
3793,L103637,F5f63684215b3,Nigeria,Lagos,Leafy Greens,A,2026-02-13,2026-02-15,82,1.63,8.22,8.39,4.4,6,1.0,,,,,,,,,,,,,,,,,4,2,3,Not Matched
3794,L103638,Faee9c23509a3,Nigeria,Kaduna,Mangoes,A,2026-02-18,2026-02-20,182,1.35,7.32,9.75,7.8,1,0.104,,,,,,,,,,,,,,,,,7,4,6,Not Matched
3795,L103639,F38f09522d92c,Nigeria,Kano,Onions,A,2026-01-30,2026-02-01,142,0.67,10.12,7.62,33.3,20,0.583,,,,,,,,,,,,,,,,,30,18,26,Not Matched
3796,L103640,F5c5ad34d523d,Kenya,Nairobi,Okra,A,2026-02-19,2026-02-19,156,1.1,0.43,37.51,5.6,0,0.008,,,,,,,,,,,,,,,,,5,3,4,Not Matched
3797,L103641,Fb92e84ed732a,Kenya,Uasin Gishu,Potatoes,A,2026-02-09,2026-02-11,211,0.65,-0.12,36.86,50.0,10,0.219,,,,,,,,,,,,,,,,,45,27,38,Not Matched
3798,L103642,F21ef0ac2c45c,South Africa,Eastern Cape,Leafy Greens,B,2026-02-17,2026-02-20,116,1.74,-30.29,23.48,4.0,2,0.527,,,,,,,,,,,,,,,,,4,2,3,Not Matched
3799,L103643,F8f4b068761cf,Kenya,Mombasa,Cucumbers,B,2026-02-12,2026-02-13,123,0.87,0.54,38.99,7.0,7,0.944,,,,,,,,,,,,,,,,,7,4,6,Not Matched
3800,L103644,Ff60bf8bb0e53,South Africa,Eastern Cape,Cucumbers,A,2026-02-15,2026-02-15,127,1.08,-29.6,23.01,7.8,4,0.534,LOT00370,659.0,1.07,0.53,4.0,0.08,0.99,MEDIUM,,,,,,,,,7,4,6,Not Matched
3801,L103645,F200b278dc9ac,Kenya,Mombasa,Carrots,A,2026-02-14,2026-02-14,59,0.79,0.33,41.14,31.1,5,0.172,,,,,,,,,,,,,,,,,28,17,24,Not Matched
3802,L103646,Fb3ee5dedb2c0,Nigeria,Rivers,Onions,B,2026-01-31,2026-02-03,78,0.62,7.17,10.47,30.0,19,0.682,,,,,,,,,,,,,,,,,30,18,26,Not Matched
3803,L103647,F70eb5793cc39,Nigeria,Kano,Mangoes,B,2026-02-11,2026-02-13,266,1.13,9.54,9.6,7.0,8,1.0,,,,,,,,,,,,,,,,,7,4,6,Not Matched
3804,L103648,Ff6d79aaa0eb7,Nigeria,Lagos,Leafy Greens,B,2026-02-17,2026-02-18,187,1.68,9.99,8.71,4.0,2,0.486,,,,,,,,,,,,,,,,,4,2,3,Not Matched
3805,L103649,Fa8e0971ddffa,South Africa,KwaZulu-Natal,Onions,A,2026-02-04,2026-02-06,75,0.83,-32.7,24.73,33.3,15,0.425,,,,,,,,,,,,,,,,,30,18,26,Not Matched
3806,L103650,F647494c1d134,Kenya,Nairobi,Potatoes,A,2026-01-24,2026-01-24,167,0.57,0.99,35.18,50.0,26,0.467,,,,,,,,,,,,,,,,,45,27,38,Not Matched
